id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
W1,0.14080449743761658,0.21350428608001845,0.18863283280320794,0.2584910629749301,0.22647911242168742,0.13705305078861194,0.2174388188690898,0.16972292471487538,0.24039165757667952,0.014080848086084329
W2,0.29792091186593134,0.07117625240761603,0.09957435213184453,0.26180146901103885,0.0770578720776444,0.10226295074776662,0.1458532259792861,0.18684615886558587,0.20590027027440336,0.15954527385565978
W3,0.24981394411051677,0.12023088884687971,0.08949684628136552,0.2732068328045742,0.11013614955321532,0.06442382335931932,0.17520677649344163,0.1888811950785926,0.18106266576127347,0.11876961505268487
